branch,template_row_date,template_column,template_header_physical_interval,physical_date,physical_t,physical_interval,price,price_role,g0_kwh,geff_kwh,adjustment_surcharge_yuan
4-3,2025-09-22,66,10:50-11:00,2025-09-22,66,10:50-11:00,0.5334,realized,475.17429456437804,475.17429456437804,0.0
4-3,2025-09-22,67,11:00-11:10,2025-09-22,67,11:00-11:10,0.4838,realized,524.7916559947913,524.7916559947913,0.0
4-3,2025-09-22,68,11:10-11:20,2025-09-22,68,11:10-11:20,0.4848,realized,0.0,0.0,0.0
4-3,2025-09-22,69,11:20-11:30,2025-09-22,69,11:20-11:30,0.4676,realized,249.95809258168177,249.95809258168177,0.0
4-3,2025-09-22,70,11:30-11:40,2025-09-22,70,11:30-11:40,0.4869,realized,0.0,0.0,0.0
4-3,2025-09-22,71,11:40-11:50,2025-09-22,71,11:40-11:50,0.4668,realized,260.65125265818006,260.65125265818006,0.0
4-3,2025-09-22,72,11:50-12:00,2025-09-22,72,11:50-12:00,0.4029,realized,544.156042530059,544.156042530059,0.0
4-3,2025-09-22,73,12:00-12:10,2025-09-22,73,12:00-12:10,0.381,realized,514.0894872858244,505.9943419285927,1.5421251905526336
4-3,2025-09-22,74,12:10-12:20,2025-09-22,74,12:10-12:20,0.4188,realized,437.678608533987,401.6429524103884,7.545866392281556
4-3,2025-09-22,75,12:20-12:30,2025-09-22,75,12:20-12:30,0.4493,realized,439.944200991648,427.3739663035533,2.8239032226804808
4-3,2025-09-22,76,12:30-12:40,2025-09-22,76,12:30-12:40,0.4158,realized,487.2520237869387,371.9399442183118,23.973381342317538
4-3,2025-09-22,77,12:40-12:50,2025-09-22,77,12:40-12:50,0.5585,realized,0.0,0.0,0.0
4-3,2025-09-22,78,12:50-13:00,2025-09-22,78,12:50-13:00,0.8211,realized,0.0,0.0,0.0
4-3,2025-09-22,79,13:00-13:10,2025-09-22,79,13:00-13:10,0.8882,realized,0.0,0.0,0.0
4-3,2025-09-22,80,13:10-13:20,2025-09-22,80,13:10-13:20,0.8871,realized,0.0,0.0,0.0
4-3,2025-09-22,81,13:20-13:30,2025-09-22,81,13:20-13:30,0.9011,realized,0.0,0.0,0.0
4-3,2025-09-22,82,13:30-13:40,2025-09-22,82,13:30-13:40,0.88,realized,0.0,0.0,0.0
4-3,2025-09-22,83,13:40-13:50,2025-09-22,83,13:40-13:50,0.8743,realized,0.0,0.0,0.0
4-3,2025-09-22,84,13:50-14:00,2025-09-22,84,13:50-14:00,0.8959,realized,0.0,0.0,0.0
4-3,2025-09-22,85,14:00-14:10,2025-09-22,85,14:00-14:10,0.9,realized,0.0,0.0,0.0
4-3,2025-09-22,86,14:10-14:20,2025-09-22,86,14:10-14:20,0.8783,realized,0.0,0.0,0.0
4-3,2025-09-22,87,14:20-14:30,2025-09-22,87,14:20-14:30,0.9087,realized,0.0,0.0,0.0
4-3,2025-09-22,88,14:30-14:40,2025-09-22,88,14:30-14:40,1.0371,realized,0.0,0.0,0.0
4-3,2025-09-22,89,14:40-14:50,2025-09-22,89,14:40-14:50,0.8975,realized,0.0,0.0,0.0
4-3,2025-09-22,90,14:50-15:00,2025-09-22,90,14:50-15:00,0.6077,realized,371.5010015160898,181.87871612578078,57.61673141584539
4-3,2025-09-22,91,15:00-15:10,2025-09-22,91,15:00-15:10,0.6665,realized,222.27218932901116,222.27218932901116,0.0
4-3,2025-09-22,92,15:10-15:20,2025-09-22,92,15:10-15:20,0.7634,realized,244.22126670923137,199.2779028969113,17.154881967162567
4-3,2025-09-22,93,15:20-15:30,2025-09-22,93,15:20-15:30,0.7666,realized,325.9461852712029,273.1979054463421,20.218415656869162
4-3,2025-09-22,94,15:30-15:40,2025-09-22,94,15:30-15:40,0.8503,realized,339.65226947530095,317.07799141698376,9.597454316493552
4-3,2025-09-22,95,15:40-15:50,2025-09-22,95,15:40-15:50,0.8751,realized,382.19212434104685,382.19212434104685,0.0
4-3,2025-09-22,96,15:50-16:00,2025-09-22,96,15:50-16:00,0.8357,realized,561.387061135378,524.4708934696024,15.425420659144319
4-3,2025-09-22,97,16:00-16:10,2025-09-22,97,16:00-16:10,0.8852,realized,625.7796542273895,596.6490139242377,12.893221398175003
4-3,2025-09-22,98,16:10-16:20,2025-09-22,98,16:10-16:20,0.9454,realized,658.5766125931667,612.4495941588677,21.804241613893126
4-3,2025-09-22,99,16:20-16:30,2025-09-22,99,16:20-16:30,0.9612,realized,624.5646053830767,624.5646053830767,0.0
4-3,2025-09-22,100,16:30-16:40,2025-09-22,100,16:30-16:40,0.9614,realized,694.2547219761219,673.5549726670157,9.950369492887356
4-3,2025-09-22,101,16:40-16:50,2025-09-22,101,16:40-16:50,0.9757,realized,784.6619579021065,772.6522541466092,5.858933977119357
4-3,2025-09-22,102,16:50-17:00,2025-09-22,102,16:50-17:00,1.0205,realized,850.364322633918,850.364322633918,0.0
4-3,2025-09-22,103,17:00-17:10,2025-09-22,103,17:00-17:10,1.0906,realized,895.5469406013193,895.5469406013193,0.0
4-3,2025-09-22,104,17:10-17:20,2025-09-22,104,17:10-17:20,1.147,realized,931.2466949815067,928.1688136392011,1.7651649498122954
4-3,2025-09-22,105,17:20-17:30,2025-09-22,105,17:20-17:30,1.1576,realized,976.6117544874013,976.6117544874013,0.0
4-3,2025-09-22,106,17:30-17:40,2025-09-22,106,17:30-17:40,1.1352,realized,1020.2901151170604,1020.2901151170604,0.0
4-3,2025-09-22,107,17:40-17:50,2025-09-22,107,17:40-17:50,1.205,realized,890.477358767801,890.477358767801,0.0
4-3,2025-09-22,108,17:50-18:00,2025-09-22,108,17:50-18:00,1.3214,realized,0.0,0.0,0.0
4-3,2025-09-22,109,18:00-18:10,2025-09-22,109,18:00-18:10,1.3135,realized,0.0,0.0,0.0
4-3,2025-09-22,110,18:10-18:20,2025-09-22,110,18:10-18:20,1.2974,realized,49.80851560664246,49.80851560664246,0.0
4-3,2025-09-22,111,18:20-18:30,2025-09-22,111,18:20-18:30,1.3109,realized,32.71954855490981,32.71954855490981,0.0
4-3,2025-09-22,112,18:30-18:40,2025-09-22,112,18:30-18:40,1.2819,realized,18.124910265659082,18.124910265659082,0.0
4-3,2025-09-22,113,18:40-18:50,2025-09-22,113,18:40-18:50,1.3035,realized,452.44586741599016,452.44586741599016,0.0
4-3,2025-09-22,114,18:50-19:00,2025-09-22,114,18:50-19:00,1.376,realized,669.5658154383239,669.5658154383239,0.0
4-3,2025-09-22,115,19:00-19:10,2025-09-22,115,19:00-19:10,1.3934,realized,18.589823789916977,18.589823789916977,0.0
4-3,2025-09-22,116,19:10-19:20,2025-09-22,116,19:10-19:20,1.3689,realized,12.620474460995638,12.620474460995638,0.0
4-3,2025-09-22,117,19:20-19:30,2025-09-22,117,19:20-19:30,1.339,realized,629.7548376225838,629.7548376225838,0.0
4-3,2025-09-22,118,19:30-19:40,2025-09-22,118,19:30-19:40,1.3228,realized,714.6347823239993,714.6347823239993,0.0
4-3,2025-09-22,119,19:40-19:50,2025-09-22,119,19:40-19:50,1.3043,realized,668.9708244706616,668.9708244706616,0.0
4-3,2025-09-22,120,19:50-20:00,2025-09-22,120,19:50-20:00,1.3131,realized,653.615490137001,653.615490137001,0.0
4-3,2025-09-22,121,20:00-20:10,2025-09-22,121,20:00-20:10,1.3812,realized,26.568460086780988,26.568460086780988,0.0
4-3,2025-09-22,122,20:10-20:20,2025-09-22,122,20:10-20:20,1.3451,realized,641.1031986620599,641.1031986620599,0.0
4-3,2025-09-22,123,20:20-20:30,2025-09-22,123,20:20-20:30,1.2739,realized,696.7624289260111,696.7624289260111,0.0
4-3,2025-09-22,124,20:30-20:40,2025-09-22,124,20:30-20:40,1.3672,realized,43.15489760865057,43.15489760865057,0.0
4-3,2025-09-22,125,20:40-20:50,2025-09-22,125,20:40-20:50,1.2456,realized,803.653250825281,803.653250825281,0.0
4-3,2025-09-22,126,20:50-21:00,2025-09-22,126,20:50-21:00,0.9628,realized,818.6747465778496,818.6747465778496,0.0
4-3,2025-09-22,127,21:00-21:10,2025-09-22,127,21:00-21:10,0.9753,realized,806.0780206327795,806.0780206327795,0.0
4-3,2025-09-22,128,21:10-21:20,2025-09-22,128,21:10-21:20,1.0396,realized,793.7451420875083,793.7451420875083,0.0
4-3,2025-09-22,129,21:20-21:30,2025-09-22,129,21:20-21:30,1.0235,realized,791.8500485343453,791.8500485343453,0.0
4-3,2025-09-22,130,21:30-21:40,2025-09-22,130,21:30-21:40,1.0077,realized,792.3856693591086,792.3856693591086,0.0
4-3,2025-09-22,131,21:40-21:50,2025-09-22,131,21:40-21:50,0.774,realized,779.943531769011,779.943531769011,0.0
4-3,2025-09-22,132,21:50-22:00,2025-09-22,132,21:50-22:00,0.4479,realized,651.9169141125869,651.9169141125869,0.0
4-3,2025-09-22,133,22:00-22:10,2025-09-22,133,22:00-22:10,0.4196,realized,1319.8219255944045,1319.8219255944045,0.0
4-3,2025-09-22,134,22:10-22:20,2025-09-22,134,22:10-22:20,0.464,realized,615.0636585069947,615.0636585069947,0.0
4-3,2025-09-22,135,22:20-22:30,2025-09-22,135,22:20-22:30,0.4413,realized,1302.1566522050216,1302.1566522050216,0.0
4-3,2025-09-22,136,22:30-22:40,2025-09-22,136,22:30-22:40,0.4399,realized,945.9552277069622,945.9552277069622,0.0
4-3,2025-09-22,137,22:40-22:50,2025-09-22,137,22:40-22:50,0.4833,realized,660.2771049846402,660.2771049846402,0.0
4-3,2025-09-22,138,22:50-23:00,2025-09-22,138,22:50-23:00,0.5002,realized,1242.356951060281,1242.356951060281,0.0
4-3,2025-09-22,139,23:00-23:10,2025-09-22,139,23:00-23:10,0.4096,realized,598.861659113111,598.861659113111,0.0
4-3,2025-09-22,140,23:10-23:20,2025-09-22,140,23:10-23:20,0.3852,realized,560.7879019750442,560.7879019750442,0.0
4-3,2025-09-22,141,23:20-23:30,2025-09-22,141,23:20-23:30,0.4461,realized,621.0957190620563,621.0957190620563,0.0
4-3,2025-09-22,142,23:30-23:40,2025-09-22,142,23:30-23:40,0.4414,realized,1283.6066643992795,1283.6066643992795,0.0
4-3,2025-09-22,143,23:40-23:50,2025-09-22,143,23:40-23:50,0.4164,realized,1273.3453135070545,1273.3453135070545,0.0
4-3,2025-09-22,144,23:50-0:00+1,2025-09-22,144,23:50-00:00+1,0.4085,realized,1180.1728150230606,1180.1728150230606,0.0
4-3,2025-09-22,145,0:00-0:10+1,2025-09-23,1,0:00-0:10,0.4059,realized,641.5997524958003,641.5997524958003,0.0
4-3,2025-09-23,2,0:10-0:20,2025-09-23,2,0:10-0:20,0.4324,realized,616.4205332376735,616.4205332376735,0.0
4-3,2025-09-23,3,0:20-0:30,2025-09-23,3,0:20-0:30,0.4539,realized,1315.6933055254,1315.6933055254,0.0
4-3,2025-09-23,4,0:30-0:40,2025-09-23,4,0:30-0:40,0.4117,realized,1023.9501885877406,1023.9501885877406,0.0
4-3,2025-09-23,5,0:40-0:50,2025-09-23,5,0:40-0:50,0.4114,realized,697.2329626012571,697.2329626012571,0.0
4-3,2025-09-23,6,0:50-1:00,2025-09-23,6,0:50-1:00,0.4549,realized,1353.609963295187,1353.609963295187,0.0
4-3,2025-09-23,7,1:00-1:10,2025-09-23,7,1:00-1:10,0.4413,realized,627.2806864012878,627.2806864012878,0.0
4-3,2025-09-23,8,1:10-1:20,2025-09-23,8,1:10-1:20,0.4365,realized,611.0793176602897,611.0793176602897,0.0
4-3,2025-09-23,9,1:20-1:30,2025-09-23,9,1:20-1:30,0.4529,realized,631.1797791461004,631.1797791461004,0.0
4-3,2025-09-23,10,1:30-1:40,2025-09-23,10,1:30-1:40,0.4318,realized,677.2030550094205,677.2030550094205,0.0
4-3,2025-09-23,11,1:40-1:50,2025-09-23,11,1:40-1:50,0.418,realized,695.1604135087425,695.1604135087425,0.0
4-3,2025-09-23,12,1:50-2:00,2025-09-23,12,1:50-2:00,0.4413,realized,641.759688743123,641.759688743123,0.0
4-3,2025-09-23,13,2:00-2:10,2025-09-23,13,2:00-2:10,0.4794,realized,1357.5873672486432,1357.5873672486432,0.0
4-3,2025-09-23,14,2:10-2:20,2025-09-23,14,2:10-2:20,0.4675,realized,1356.50946033842,1356.50946033842,0.0
4-3,2025-09-23,15,2:20-2:30,2025-09-23,15,2:20-2:30,0.4225,realized,587.2199274751578,587.2199274751578,0.0
4-3,2025-09-23,16,2:30-2:40,2025-09-23,16,2:30-2:40,0.4268,realized,604.604628245193,604.604628245193,0.0
4-3,2025-09-23,17,2:40-2:50,2025-09-23,17,2:40-2:50,0.4588,realized,628.1208576661743,628.1208576661743,0.0
4-3,2025-09-23,18,2:50-3:00,2025-09-23,18,2:50-3:00,0.4777,realized,609.4181824534271,609.4181824534271,0.0
4-3,2025-09-23,19,3:00-3:10,2025-09-23,19,3:00-3:10,0.4584,realized,615.4028213891586,615.4028213891586,0.0
4-3,2025-09-23,20,3:10-3:20,2025-09-23,20,3:10-3:20,0.4106,realized,654.7747389798075,654.7747389798075,0.0
4-3,2025-09-23,21,3:20-3:30,2025-09-23,21,3:20-3:30,0.3812,realized,854.7502160476203,854.7502160476203,0.0
4-3,2025-09-23,22,3:30-3:40,2025-09-23,22,3:30-3:40,0.4192,realized,649.1395023494534,649.1395023494534,0.0
4-3,2025-09-23,23,3:40-3:50,2025-09-23,23,3:40-3:50,0.4681,realized,632.0554169068554,632.0554169068554,0.0
4-3,2025-09-23,24,3:50-4:00,2025-09-23,24,3:50-4:00,0.4666,realized,604.875471068249,604.875471068249,0.0
4-3,2025-09-23,25,4:00-4:10,2025-09-23,25,4:00-4:10,0.4048,realized,641.7498320797878,641.7498320797878,0.0
4-3,2025-09-23,26,4:10-4:20,2025-09-23,26,4:10-4:20,0.3873,realized,635.5902268769316,635.5902268769316,0.0
4-3,2025-09-23,27,4:20-4:30,2025-09-23,27,4:20-4:30,0.4222,realized,620.621802666234,620.621802666234,0.0
4-3,2025-09-23,28,4:30-4:40,2025-09-23,28,4:30-4:40,0.4225,realized,632.6424904516251,632.6424904516251,0.0
4-3,2025-09-23,29,4:40-4:50,2025-09-23,29,4:40-4:50,0.4173,realized,642.1027171840368,642.1027171840368,0.0
4-3,2025-09-23,30,4:50-5:00,2025-09-23,30,4:50-5:00,0.4256,realized,603.624223977593,603.624223977593,0.0
4-3,2025-09-23,31,5:00-5:10,2025-09-23,31,5:00-5:10,0.433,realized,631.9711083109887,631.9711083109887,0.0
4-3,2025-09-23,32,5:10-5:20,2025-09-23,32,5:10-5:20,0.4518,realized,626.7741330342392,626.7741330342392,0.0
4-3,2025-09-23,33,5:20-5:30,2025-09-23,33,5:20-5:30,0.4325,realized,644.7614772729672,644.7614772729672,0.0
4-3,2025-09-23,34,5:30-5:40,2025-09-23,34,5:30-5:40,0.3613,realized,1401.5806338115412,1401.5806338115412,0.0
4-3,2025-09-23,35,5:40-5:50,2025-09-23,35,5:40-5:50,0.6152,realized,683.601349996021,683.601349996021,0.0
4-3,2025-09-23,36,5:50-6:00,2025-09-23,36,5:50-6:00,1.0325,realized,8.40557215787635,8.40557215787635,0.0
4-3,2025-09-23,37,6:00-6:10,2025-09-23,37,6:00-6:10,1.0391,realized,6.203532793338923,6.203532793338923,0.0
4-3,2025-09-23,38,6:10-6:20,2025-09-23,38,6:10-6:20,0.9449,realized,0.0,0.0,0.0
4-3,2025-09-23,39,6:20-6:30,2025-09-23,39,6:20-6:30,0.9432,realized,0.0,0.0,0.0
4-3,2025-09-23,40,6:30-6:40,2025-09-23,40,6:30-6:40,0.9146,realized,0.0,0.0,0.0
4-3,2025-09-23,41,6:40-6:50,2025-09-23,41,6:40-6:50,0.8673,realized,0.0,0.0,0.0
4-3,2025-09-23,42,6:50-7:00,2025-09-23,42,6:50-7:00,0.8271,realized,0.0,0.0,0.0
4-3,2025-09-23,43,7:00-7:10,2025-09-23,43,7:00-7:10,0.8061,realized,393.9523897512535,393.9523897512535,0.0
4-3,2025-09-23,44,7:10-7:20,2025-09-23,44,7:10-7:20,0.8269,realized,325.34013846356646,325.34013846356646,0.0
4-3,2025-09-23,45,7:20-7:30,2025-09-23,45,7:20-7:30,0.8096,realized,370.7592147804014,370.7592147804014,0.0
4-3,2025-09-23,46,7:30-7:40,2025-09-23,46,7:30-7:40,0.6878,realized,483.0973372800223,483.0973372800223,0.0
4-3,2025-09-23,47,7:40-7:50,2025-09-23,47,7:40-7:50,0.8469,realized,0.0,0.0,0.0
4-3,2025-09-23,48,7:50-8:00,2025-09-23,48,7:50-8:00,1.1849,realized,0.0,0.0,0.0
4-3,2025-09-23,49,8:00-8:10,2025-09-23,49,8:00-8:10,1.1921,realized,0.0,0.0,0.0
4-3,2025-09-23,50,8:10-8:20,2025-09-23,50,8:10-8:20,1.1184,realized,0.0,0.0,0.0
4-3,2025-09-23,51,8:20-8:30,2025-09-23,51,8:20-8:30,1.1227,realized,0.0,0.0,0.0
4-3,2025-09-23,52,8:30-8:40,2025-09-23,52,8:30-8:40,1.0962,realized,0.0,0.0,0.0
4-3,2025-09-23,53,8:40-8:50,2025-09-23,53,8:40-8:50,1.0174,realized,0.0,0.0,0.0
4-3,2025-09-23,54,8:50-9:00,2025-09-23,54,8:50-9:00,0.9516,realized,0.0,0.0,0.0
4-3,2025-09-23,55,9:00-9:10,2025-09-23,55,9:00-9:10,0.9817,realized,0.0,0.0,0.0
4-3,2025-09-23,56,9:10-9:20,2025-09-23,56,9:10-9:20,1.0171,realized,0.0,0.0,0.0
4-3,2025-09-23,57,9:20-9:30,2025-09-23,57,9:20-9:30,1.0072,realized,0.0,0.0,0.0
4-3,2025-09-23,58,9:30-9:40,2025-09-23,58,9:30-9:40,0.9839,realized,0.0,0.0,0.0
4-3,2025-09-23,59,9:40-9:50,2025-09-23,59,9:40-9:50,0.9725,realized,0.0,0.0,0.0
4-3,2025-09-23,60,9:50-10:00,2025-09-23,60,9:50-10:00,0.9784,realized,0.0,0.0,0.0
4-3,2025-09-23,61,10:00-10:10,2025-09-23,61,10:00-10:10,0.9839,realized,0.0,0.0,0.0
4-3,2025-09-23,62,10:10-10:20,2025-09-23,62,10:10-10:20,0.9513,realized,0.0,0.0,0.0
4-3,2025-09-23,63,10:20-10:30,2025-09-23,63,10:20-10:30,0.9073,realized,0.0,0.0,0.0
4-3,2025-09-23,64,10:30-10:40,2025-09-23,64,10:30-10:40,0.8981,realized,0.0,0.0,0.0
4-3,2025-09-23,65,10:40-10:50,2025-09-23,65,10:40-10:50,0.7781,realized,0.0,0.0,0.0
4-3,2025-09-23,66,10:50-11:00,2025-09-23,66,10:50-11:00,0.5639,realized,76.40626524239565,76.40626524239565,0.0
4-3,2025-09-23,67,11:00-11:10,2025-09-23,67,11:00-11:10,0.4409,realized,501.61354140458786,501.61354140458786,0.0
4-3,2025-09-23,68,11:10-11:20,2025-09-23,68,11:10-11:20,0.4252,realized,0.0,0.0,0.0
4-3,2025-09-23,69,11:20-11:30,2025-09-23,69,11:20-11:30,0.4696,realized,410.3262001469162,410.3262001469162,0.0
4-3,2025-09-23,70,11:30-11:40,2025-09-23,70,11:30-11:40,0.5048,realized,0.0,0.0,0.0
4-3,2025-09-23,71,11:40-11:50,2025-09-23,71,11:40-11:50,0.4546,realized,255.79474584642097,255.79474584642097,0.0
4-3,2025-09-23,72,11:50-12:00,2025-09-23,72,11:50-12:00,0.3613,realized,492.51207896886615,492.51207896886615,0.0
4-3,2025-09-23,73,12:00-12:10,2025-09-23,73,12:00-12:10,0.3481,realized,475.5639030672538,475.5639030672538,0.0
4-3,2025-09-23,74,12:10-12:20,2025-09-23,74,12:10-12:20,0.3859,realized,440.851376135122,440.851376135122,0.0
4-3,2025-09-23,75,12:20-12:30,2025-09-23,75,12:20-12:30,0.387,realized,452.18328140447375,452.18328140447375,0.0
4-3,2025-09-23,76,12:30-12:40,2025-09-23,76,12:30-12:40,0.3271,realized,492.56980368169525,492.56980368169525,0.0
4-3,2025-09-23,77,12:40-12:50,2025-09-23,77,12:40-12:50,0.4936,realized,0.0,0.0,0.0
4-3,2025-09-23,78,12:50-13:00,2025-09-23,78,12:50-13:00,0.8213,realized,0.0,0.0,0.0
4-3,2025-09-23,79,13:00-13:10,2025-09-23,79,13:00-13:10,0.9285,realized,0.0,0.0,0.0
4-3,2025-09-23,80,13:10-13:20,2025-09-23,80,13:10-13:20,0.8854,realized,0.0,0.0,0.0
4-3,2025-09-23,81,13:20-13:30,2025-09-23,81,13:20-13:30,0.8377,realized,0.0,0.0,0.0
4-3,2025-09-23,82,13:30-13:40,2025-09-23,82,13:30-13:40,0.8574,realized,0.0,0.0,0.0
4-3,2025-09-23,83,13:40-13:50,2025-09-23,83,13:40-13:50,0.8948,realized,0.0,0.0,0.0
4-3,2025-09-23,84,13:50-14:00,2025-09-23,84,13:50-14:00,0.9188,realized,0.0,0.0,0.0
4-3,2025-09-23,85,14:00-14:10,2025-09-23,85,14:00-14:10,0.9422,realized,0.0,0.0,0.0
4-3,2025-09-23,86,14:10-14:20,2025-09-23,86,14:10-14:20,0.9638,realized,0.0,0.0,0.0
4-3,2025-09-23,87,14:20-14:30,2025-09-23,87,14:20-14:30,1.0143,realized,0.0,0.0,0.0
4-3,2025-09-23,88,14:30-14:40,2025-09-23,88,14:30-14:40,1.099,realized,0.0,0.0,0.0
4-3,2025-09-23,89,14:40-14:50,2025-09-23,89,14:40-14:50,0.9913,realized,0.0,0.0,0.0
4-3,2025-09-23,90,14:50-15:00,2025-09-23,90,14:50-15:00,0.7708,realized,342.58937785725766,342.58937785725766,0.0
4-3,2025-09-23,91,15:00-15:10,2025-09-23,91,15:00-15:10,0.7575,realized,234.48698822625457,234.48698822625457,0.0
4-3,2025-09-23,92,15:10-15:20,2025-09-23,92,15:10-15:20,0.7846,realized,279.93878185252777,279.93878185252777,0.0
4-3,2025-09-23,93,15:20-15:30,2025-09-23,93,15:20-15:30,0.7548,realized,366.5909327011929,366.5909327011929,0.0
4-3,2025-09-23,94,15:30-15:40,2025-09-23,94,15:30-15:40,0.7536,realized,331.27241258600367,331.27241258600367,0.0
4-3,2025-09-23,95,15:40-15:50,2025-09-23,95,15:40-15:50,0.8148,realized,400.09708360723096,400.09708360723096,0.0
4-3,2025-09-23,96,15:50-16:00,2025-09-23,96,15:50-16:00,0.8978,realized,533.3554933636898,533.3554933636898,0.0
4-3,2025-09-23,97,16:00-16:10,2025-09-23,97,16:00-16:10,0.9325,realized,593.9278822150359,593.9278822150359,0.0
4-3,2025-09-23,98,16:10-16:20,2025-09-23,98,16:10-16:20,0.9637,realized,666.467903278668,666.467903278668,0.0
4-3,2025-09-23,99,16:20-16:30,2025-09-23,99,16:20-16:30,0.9927,realized,676.5178519674785,676.5178519674785,0.0
4-3,2025-09-23,100,16:30-16:40,2025-09-23,100,16:30-16:40,0.9735,realized,707.4437195360132,707.4437195360132,0.0
4-3,2025-09-23,101,16:40-16:50,2025-09-23,101,16:40-16:50,0.9613,realized,758.6929622906149,758.6929622906149,0.0
4-3,2025-09-23,102,16:50-17:00,2025-09-23,102,16:50-17:00,1.0104,realized,833.9567427065881,833.9567427065881,0.0
4-3,2025-09-23,103,17:00-17:10,2025-09-23,103,17:00-17:10,1.1132,realized,898.153103605639,898.153103605639,0.0
4-3,2025-09-23,104,17:10-17:20,2025-09-23,104,17:10-17:20,1.1301,realized,930.9663882259739,930.9663882259739,0.0
4-3,2025-09-23,105,17:20-17:30,2025-09-23,105,17:20-17:30,1.0787,realized,971.9641974417219,971.9641974417219,0.0
4-3,2025-09-23,106,17:30-17:40,2025-09-23,106,17:30-17:40,1.1143,realized,1029.5935110984535,1029.5935110984535,0.0
4-3,2025-09-23,107,17:40-17:50,2025-09-23,107,17:40-17:50,1.1899,realized,914.6341129883277,914.6341129883277,0.0
4-3,2025-09-23,108,17:50-18:00,2025-09-23,108,17:50-18:00,1.26,realized,0.0,0.0,0.0
4-3,2025-09-23,109,18:00-18:10,2025-09-23,109,18:00-18:10,1.3273,realized,0.0,0.0,0.0
4-3,2025-09-23,110,18:10-18:20,2025-09-23,110,18:10-18:20,1.3739,realized,36.586411235651894,36.586411235651894,0.0
4-3,2025-09-23,111,18:20-18:30,2025-09-23,111,18:20-18:30,1.3863,realized,44.8920449028418,44.8920449028418,0.0
4-3,2025-09-23,112,18:30-18:40,2025-09-23,112,18:30-18:40,1.3617,realized,0.0,0.0,0.0
4-3,2025-09-23,113,18:40-18:50,2025-09-23,113,18:40-18:50,1.2989,realized,0.0,0.0,0.0
4-3,2025-09-23,114,18:50-19:00,2025-09-23,114,18:50-19:00,1.242,realized,710.8150630962682,710.8150630962682,0.0
4-3,2025-09-23,115,19:00-19:10,2025-09-23,115,19:00-19:10,1.2579,realized,13.956335826361396,13.956335826361396,0.0
4-3,2025-09-23,116,19:10-19:20,2025-09-23,116,19:10-19:20,1.3209,realized,0.0,0.0,0.0
4-3,2025-09-23,117,19:20-19:30,2025-09-23,117,19:20-19:30,1.3658,realized,711.9376791874901,711.9376791874901,0.0
4-3,2025-09-23,118,19:30-19:40,2025-09-23,118,19:30-19:40,1.3425,realized,719.22436766675,719.22436766675,0.0
4-3,2025-09-23,119,19:40-19:50,2025-09-23,119,19:40-19:50,1.3213,realized,734.2305693952773,734.2305693952773,0.0
4-3,2025-09-23,120,19:50-20:00,2025-09-23,120,19:50-20:00,1.3115,realized,745.2994992330147,745.2994992330147,0.0
4-3,2025-09-23,121,20:00-20:10,2025-09-23,121,20:00-20:10,1.2687,realized,45.86953153214927,45.86953153214927,0.0
4-3,2025-09-23,122,20:10-20:20,2025-09-23,122,20:10-20:20,1.2951,realized,726.8569397043732,726.8569397043732,0.0
4-3,2025-09-23,123,20:20-20:30,2025-09-23,123,20:20-20:30,1.3829,realized,733.7633712954474,733.7633712954474,0.0
4-3,2025-09-23,124,20:30-20:40,2025-09-23,124,20:30-20:40,1.3866,realized,28.721848146572597,28.721848146572597,0.0
4-3,2025-09-23,125,20:40-20:50,2025-09-23,125,20:40-20:50,1.2125,realized,782.5718338388956,782.5718338388956,0.0
4-3,2025-09-23,126,20:50-21:00,2025-09-23,126,20:50-21:00,0.9884,realized,808.7718276849881,808.7718276849881,0.0
4-3,2025-09-23,127,21:00-21:10,2025-09-23,127,21:00-21:10,0.9549,realized,830.6235819036069,830.6235819036069,0.0
4-3,2025-09-23,128,21:10-21:20,2025-09-23,128,21:10-21:20,0.9828,realized,824.0022750675702,824.0022750675702,0.0
4-3,2025-09-23,129,21:20-21:30,2025-09-23,129,21:20-21:30,1.0059,realized,793.6435898296321,793.6435898296321,0.0
4-3,2025-09-23,130,21:30-21:40,2025-09-23,130,21:30-21:40,1.0449,realized,785.156635350514,785.156635350514,0.0
4-3,2025-09-23,131,21:40-21:50,2025-09-23,131,21:40-21:50,0.8538,realized,790.2461118771445,790.2461118771445,0.0
4-3,2025-09-23,132,21:50-22:00,2025-09-23,132,21:50-22:00,0.5154,realized,673.0802152740746,673.0802152740746,0.0
4-3,2025-09-23,133,22:00-22:10,2025-09-23,133,22:00-22:10,0.3997,realized,1324.7361320915302,1324.7361320915302,0.0
4-3,2025-09-23,134,22:10-22:20,2025-09-23,134,22:10-22:20,0.4421,realized,584.426140118063,584.426140118063,0.0
4-3,2025-09-23,135,22:20-22:30,2025-09-23,135,22:20-22:30,0.4839,realized,1295.6454569804853,1295.6454569804853,0.0
4-3,2025-09-23,136,22:30-22:40,2025-09-23,136,22:30-22:40,0.4396,realized,1246.815116585,1246.815116585,0.0
4-3,2025-09-23,137,22:40-22:50,2025-09-23,137,22:40-22:50,0.4292,realized,652.4168197467241,652.4168197467241,0.0
4-3,2025-09-23,138,22:50-23:00,2025-09-23,138,22:50-23:00,0.4608,realized,987.7890117736878,987.7890117736878,0.0
